anime_id,mean_rating,count,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
1195,7.539504441327723,2139,Zero no Tsukaima,7.33,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",The Familiar of Zero,ゼロの使い魔,TV,13,"Jul 3, 2006 to Sep 25, 2006",Summer 2006,"Genco, Media Factory, Shochiku, Bushiroad, Happinet Pictures","Funimation, Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2198.0,147,651195,7932,18814,501416,10766,17962,102237,36950.0,49515.0,91302.0,102945.0,51897.0,25721.0,11409.0,4686.0,2640.0,2005.0
1210,8.45,1740,NHK ni Youkoso!,8.33,"Comedy, Psychological, Drama, Romance",Welcome to the N.H.K.,N・H・Kにようこそ！,TV,24,"Jul 10, 2006 to Dec 18, 2006",Summer 2006,"NHK, Victor Entertainment","ADV Films, Funimation",Gonzo,Novel,24 min. per ep.,R+ - Mild Nudity,204.0,203,550365,21311,29458,304696,23658,15615,176938,51981.0,74856.0,73733.0,39374.0,13860.0,5718.0,2445.0,918.0,499.0,601.0
1482,8.285714285714286,1099,D.Gray-man,8.05,"Action, Adventure, Comedy, Super Power, Demons, Shounen",D.Gray-man,ディー・グレイマン,TV,103,"Oct 3, 2006 to Sep 30, 2008",Fall 2006,"TV Tokyo, Aniplex, Dentsu, Half H.P Studio, Sony Music Entertainment, Studio Jack",Funimation,TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,477.0,194,567566,14021,53418,258416,53682,41848,160202,39173.0,52584.0,68840.0,50106.0,20513.0,10410.0,3696.0,1211.0,610.0,491.0
1519,8.243823146944083,1538,Black Lagoon: The Second Barrage,8.19,"Action, Seinen",Black Lagoon:The Second Barrage,BLACK LAGOON The Second Barrage,TV,12,"Oct 3, 2006 to Dec 19, 2006",Fall 2006,"Geneon Universal Entertainment, Front Line","Funimation, Geneon Entertainment USA",Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),315.0,350,380831,2527,9542,303731,5890,2773,58895,30888.0,65361.0,84045.0,40884.0,11106.0,3431.0,1000.0,337.0,136.0,268.0
1530,8.23069306930693,1010,Kanon (2006),8.01,"Slice of Life, Supernatural, Drama, Romance",Kanon,カノン (2006),TV,24,"Oct 6, 2006 to Mar 16, 2007",Fall 2006,"Pony Canyon, TBS, Movic","ADV Films, Funimation",Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,526.0,621,232486,4503,7151,149675,6801,6148,62711,20644.0,27564.0,32896.0,23084.0,9872.0,4591.0,1815.0,746.0,399.0,400.0
1535,8.717718268525312,5452,Death Note,8.63,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",Death Note,デスノート,TV,37,"Oct 4, 2006 to Jun 27, 2007",Fall 2006,"VAP, Konami, Ashi Production, Nippon Television Network, Shueisha",VIZ Media,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),60.0,1,2589552,145201,122401,2146116,75054,80834,165147,557406.0,535252.0,415890.0,201522.0,68577.0,28048.0,10462.0,3692.0,2256.0,3586.0
1575,8.77828709288299,4145,Code Geass: Hangyaku no Lelouch,8.72,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",Code Geass:Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,TV,25,"Oct 6, 2006 to Jul 29, 2007",Fall 2006,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),39.0,15,1583882,90487,69924,1209288,40874,30864,232932,326710.0,309688.0,213516.0,93305.0,31697.0,14686.0,7065.0,3100.0,1630.0,2621.0
1686,7.535564853556485,1195,Bleach Movie 1: Memories of Nobody,7.45,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Bleach the Movie:Memories of Nobody,劇場版 BLEACH MEMORIES OF NOBODY,Movie,1,"Dec 16, 2006",Unknown,"TV Tokyo, Dentsu, Shueisha",VIZ Media,Studio Pierrot,Manga,1 hr. 33 min.,PG-13 - Teens 13 or older,1721.0,660,222138,746,1803,205854,780,515,13186,14687.0,20285.0,35194.0,40166.0,19111.0,8400.0,2558.0,960.0,425.0,264.0
1689,7.862246923382295,2519,Byousoku 5 Centimeter,7.73,"Drama, Romance, Slice of Life",5 Centimeters Per Second,秒速５センチメートル,Movie,3,"Mar 3, 2007",Unknown,Unknown,"ADV Films, Bandai Entertainment, Discotek Media, Crunchyroll",CoMix Wave Films,Original,22 min. per ep.,PG-13 - Teens 13 or older,949.0,136,695375,9719,12529,524145,6261,4580,147860,65007.0,80388.0,107226.0,86657.0,43552.0,21319.0,10108.0,3821.0,2081.0,1835.0
1691,7.357575757575757,1155,Kaze no Stigma,7.26,"Action, Magic, Romance, Fantasy, Shounen",Kaze no Stigma,風のスティグマ,TV,24,"Apr 13, 2007 to Sep 21, 2007",Spring 2007,Unknown,Funimation,Gonzo,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2527.0,353,375013,2144,16267,261233,12050,15402,70061,13147.0,23794.0,49933.0,60379.0,29923.0,14656.0,5364.0,1962.0,878.0,555.0
1735,8.127709431751612,1707,Naruto: Shippuuden,8.16,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",Naruto:Shippuden,ナルト- 疾風伝,TV,500,"Feb 15, 2007 to Mar 23, 2017",Winter 2007,"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,345.0,18,1543765,84651,362124,865643,109707,124253,82038,249262.0,213677.0,239113.0,175685.0,75970.0,36221.0,15913.0,6661.0,3383.0,4245.0
1818,7.956356736242884,1581,Claymore,7.78,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen",Claymore,クレイモア,TV,26,"Apr 4, 2007 to Sep 26, 2007",Spring 2007,"VAP, Avex Entertainment, Nippon Television Network, D.N. Dream Partners",Funimation,Madhouse,Manga,23 min. per ep.,R+ - Mild Nudity,853.0,208,544135,8176,22533,331697,19741,19897,150267,29443.0,52557.0,82769.0,65833.0,26691.0,10808.0,4246.0,1365.0,676.0,550.0
1840,7.600355239786857,1689,Zero no Tsukaima: Futatsuki no Kishi,7.49,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",The Familiar of Zero:Knight of the Twin Moons,ゼロの使い魔 ～双月の騎士～,TV,12,"Jul 9, 2007 to Sep 24, 2007",Summer 2007,"Genco, Media Factory, Shochiku, Happinet Pictures",Sentai Filmworks,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1603.0,319,415292,1365,8803,358412,4915,5536,37626,29084.0,37977.0,66941.0,68906.0,32268.0,14717.0,6043.0,2594.0,1286.0,918.0
1887,7.968823529411765,1700,Lucky☆Star,7.77,"Slice of Life, Comedy, Parody, School",Lucky☆Star,らき☆すた,TV,24,"Apr 8, 2007 to Sep 17, 2007",Spring 2007,"Lantis, Rakuonsha, Lucky Paradise","Funimation, Bandai Entertainment, Kadokawa Pictures USA",Kyoto Animation,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,885.0,218,532794,14038,32054,302483,32875,38429,126953,36964.0,49812.0,70041.0,58596.0,26999.0,14616.0,6696.0,3277.0,2262.0,2951.0
1889,8.376373626373626,1456,Higurashi no Naku Koro ni Kai,8.23,"Mystery, Psychological, Supernatural, Thriller",When They Cry:Kai,ひぐらしのなく頃に解,TV,24,"Jul 6, 2007 to Dec 18, 2007",Summer 2007,"Geneon Universal Entertainment, Frontier Works, Sotsu, Movic",Sentai Filmworks,Studio Deen,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),279.0,344,385728,6668,16384,254705,12031,9344,93264,41777.0,53615.0,55415.0,32369.0,12834.0,5423.0,2567.0,1053.0,637.0,621.0
1943,8.048780487804878,1230,Paprika,8.06,"Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Paprika,パプリカ,Movie,1,"Nov 25, 2006",Unknown,"Sony Pictures Entertainment, Cyclone Graphics",Unknown,Madhouse,Novel,1 hr. 30 min.,R+ - Mild Nudity,467.0,361,366533,3238,6172,242913,2703,1396,113349,28297.0,47054.0,58980.0,34977.0,12229.0,4830.0,1918.0,616.0,440.0,527.0
2001,8.803035778821828,2767,Tengen Toppa Gurren Lagann,8.66,"Action, Adventure, Comedy, Mecha, Sci-Fi",Gurren Lagann,天元突破グレンラガン,TV,27,"Apr 1, 2007 to Sep 30, 2007",Spring 2007,"TV Tokyo, Aniplex, Dentsu, Konami, Half H.P Studio, Bandai","ADV Films, Bandai Entertainment, Aniplex of America",Gainax,Original,24 min. per ep.,PG-13 - Teens 13 or older,52.0,46,1213765,67916,70769,805570,56386,42030,239010,222328.0,195507.0,149742.0,76985.0,28213.0,13538.0,5750.0,2375.0,1350.0,2049.0
2025,8.256782945736434,2064,Darker than Black: Kuro no Keiyakusha,8.12,"Action, Sci-Fi, Mystery, Super Power",Darker than Black,Darker than BLACK -黒の契約者-,TV,25,"Apr 6, 2007 to Sep 28, 2007",Spring 2007,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Myrica Music",Funimation,Bones,Original,24 min. per ep.,R - 17+ (violence & profanity),389.0,113,759790,16381,38961,455508,32581,22137,210603,50582.0,95397.0,120846.0,70541.0,23359.0,9421.0,2999.0,951.0,431.0,471.0
2034,8.2279792746114,1351,Lovely★Complex,8.06,"Comedy, Romance, Shoujo",Lovely Complex,ラブ★コン,TV,24,"Apr 7, 2007 to Sep 29, 2007",Spring 2007,"TBS, TAP, Sony Music Entertainment, Shueisha, Nichion",Discotek Media,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,472.0,299,437765,8585,18236,284143,14291,14995,106100,36774.0,50874.0,67045.0,45115.0,16648.0,6941.0,2394.0,851.0,461.0,421.0
2167,8.265595463137997,3174,Clannad,8.07,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Clannad,CLANNAD,TV,23,"Oct 5, 2007 to Mar 28, 2008",Fall 2007,"Pony Canyon, TBS, Movic, Animation Do",Sentai Filmworks,Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,446.0,58,1095634,27283,49249,725568,36567,36403,247847,126390.0,134881.0,153226.0,103900.0,45801.0,23232.0,10903.0,4753.0,2780.0,3017.0
2236,8.32738354375272,2297,Toki wo Kakeru Shoujo,8.2,"Adventure, Drama, Romance, Sci-Fi",The Girl Who Leapt Through Time,時をかける少女,Movie,1,"Jul 15, 2006",Unknown,"Kadokawa Shoten, Bandai, Memory-Tech, Happinet Pictures","Funimation, Bandai Entertainment, Kadokawa Pictures USA",Madhouse,Novel,1 hr. 38 min.,G - All Ages,307.0,166,619843,5386,9368,468670,3407,1533,136865,56390.0,98526.0,117596.0,64742.0,19655.0,6576.0,2109.0,731.0,262.0,373.0
2251,8.549665178571429,1792,Baccano!,8.42,"Action, Comedy, Historical, Mystery, Supernatural",Baccano!,バッカーノ！,TV,13,"Jul 27, 2007 to Nov 2, 2007",Summer 2007,"Aniplex, Sakura Create, Happinet Pictures","Funimation, Aniplex of America",Brain's Base,Light novel,24 min. per ep.,R - 17+ (violence & profanity),143.0,127,714937,21857,35182,364241,30266,18291,266957,66252.0,96956.0,84546.0,41611.0,14305.0,6216.0,2578.0,994.0,512.0,922.0
2476,5.962569549822964,1977,School Days,5.68,"Harem, Drama, Romance, School",School Days,スクールデイズ,TV,12,"Jul 4, 2007 to Sep 27, 2007",Summer 2007,"Avex Entertainment, Marvelous, Lantis, Pony Canyon",Discotek Media,TNK,Visual novel,25 min. per ep.,R+ - Mild Nudity,9203.0,225,522307,3042,12905,387527,7572,23861,90442,20797.0,21477.0,37155.0,51711.0,48543.0,37242.0,33122.0,21845.0,22344.0,25046.0
2593,7.703787878787879,1320,Kara no Kyoukai 1: Fukan Fuukei,7.64,"Action, Mystery, Supernatural, Thriller",the Garden of sinners Chapter 1:Overlooking View,劇場版 空の境界 the Garden of sinners 第一章『俯瞰風景』,Movie,1,"Dec 1, 2007",Unknown,"Aniplex, Kodansha, Notes",Aniplex of America,ufotable,Light novel,50 min.,R - 17+ (violence & profanity),1176.0,425,324789,1888,8962,187987,3256,1492,123092,13771.0,23266.0,46041.0,40142.0,14482.0,5570.0,2078.0,795.0,354.0,302.0
2759,8.093979441997064,1362,Evangelion: 1.0 You Are (Not) Alone,8.07,"Action, Sci-Fi, Psychological, Drama, Mecha",Evangelion:1.0 You Are (Not) Alone,ヱヴァンゲリヲン新劇場版:序,Movie,1,"Sep 1, 2007",Unknown,"Gainax, Starchild Records, KlockWorx",Funimation,Khara,Original,1 hr. 40 min.,PG-13 - Teens 13 or older,449.0,363,367364,1479,4902,293392,2207,1037,65826,31374.0,52095.0,72936.0,42268.0,12920.0,4679.0,1541.0,563.0,360.0,535.0
2787,7.819095477386934,1194,Shakugan no Shana II (Second),7.61,"Action, Supernatural, Drama, Romance, Fantasy, School",Shakugan no Shana:Season II,灼眼のシャナII –Second–,TV,24,"Oct 5, 2007 to Mar 28, 2008",Fall 2007,"Geneon Universal Entertainment, ASCII Media Works",Funimation,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1239.0,531,271165,1145,8191,203849,7273,6239,45613,15737.0,25566.0,44486.0,39480.0,16657.0,7602.0,3018.0,1154.0,542.0,372.0
2890,7.853355426677713,1207,Gake no Ue no Ponyo,7.89,"Adventure, Fantasy",Ponyo,崖の上のポニョ,Movie,1,"Jul 19, 2008",Unknown,"Dentsu, d-rights, Toho",Walt Disney Studios,Studio Ghibli,Original,1 hr. 41 min.,G - All Ages,687.0,366,363753,2248,3282,321399,1197,591,37284,34995.0,46506.0,70648.0,56333.0,20702.0,7757.0,2334.0,734.0,358.0,313.0
2904,8.949972512369433,3638,Code Geass: Hangyaku no Lelouch R2,8.91,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",Code Geass:Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ 続編,TV,25,"Apr 6, 2008 to Sep 28, 2008",Spring 2008,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),18.0,36,1268320,64482,38149,1060730,17673,12463,139305,358705.0,247100.0,148191.0,65065.0,22685.0,9786.0,5306.0,2505.0,1322.0,2250.0
2966,8.269782262347318,1883,Ookami to Koushinryou,8.27,"Adventure, Fantasy, Historical, Romance",Spice and Wolf,狼と香辛料,TV,13,"Jan 9, 2008 to Mar 26, 2008",Winter 2008,"Victor Entertainment, Pony Canyon, Movic, Kadokawa Pictures Japan","Funimation, Kadokawa Pictures USA",Imagin,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,244.0,153,641448,16479,30391,386973,25278,16111,182695,56581.0,87041.0,96359.0,51858.0,16985.0,6900.0,2150.0,786.0,371.0,465.0
2993,6.9885595423816955,1923,Rosario to Vampire,6.84,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen",Rosario + Vampire,ロザリオとバンパイア,TV,13,"Jan 3, 2008 to Mar 27, 2008",Winter 2008,"GDH, Yomiko Advertising, Happinet Pictures, Atelier Musa, Shueisha, Sotsu Music Publishing, Imagine",Funimation,Gonzo,Manga,25 min. per ep.,R+ - Mild Nudity,4285.0,208,545750,3794,17783,423659,11157,24451,68700,23112.0,31470.0,58319.0,87871.0,58267.0,34666.0,16978.0,7549.0,4277.0,2722.0
3455,7.308659217877095,1432,To LOVE-Ru,7.07,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",To LOVE Ru,To LOVEる -とらぶる-,TV,26,"Apr 4, 2008 to Sep 26, 2008",Spring 2008,"Geneon Universal Entertainment, TBS, Shueisha",Sentai Filmworks,Xebec,Manga,24 min. per ep.,R+ - Mild Nudity,3337.0,245,483606,3840,25729,317483,17579,26986,95829,21878.0,26000.0,51656.0,70358.0,41399.0,21547.0,10679.0,5093.0,2846.0,2256.0
3457,7.26857490864799,1642,Vampire Knight,7.03,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",Vampire Knight,ヴァンパイア騎士〈ナイト〉,TV,13,"Apr 8, 2008 to Jul 1, 2008",Spring 2008,"TV Tokyo, Aniplex, Nihon Ad Systems",VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3546.0,254,479832,8751,15986,371018,10917,24743,57168,29741.0,35337.0,54219.0,68626.0,44964.0,27355.0,14894.0,6477.0,4121.0,3088.0
3470,7.732580037664784,1062,Special A,7.56,"Comedy, Romance, School, Shoujo",Special A (S.A),スペシャル・エー,TV,24,"Apr 7, 2008 to Sep 15, 2008",Spring 2008,Showgate,Sentai Filmworks,"Gonzo, AIC",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1405.0,472,297695,3081,11998,204292,9260,14381,57764,16633.0,24266.0,40268.0,40924.0,19146.0,9635.0,3495.0,1271.0,723.0,452.0
3588,8.040590405904059,2439,Soul Eater,7.88,"Action, Fantasy, Comedy, Supernatural, Shounen",Soul Eater,ソウルイーター,TV,51,"Apr 7, 2008 to Mar 30, 2009",Spring 2008,"TV Tokyo, Aniplex, Dentsu, Media Factory",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,700.0,43,1218423,23856,87632,763245,77117,65962,224467,76241.0,134353.0,201025.0,152877.0,57717.0,24376.0,8704.0,2853.0,1404.0,1351.0
3712,7.465968586387435,1528,Zero no Tsukaima: Princesses no Rondo,7.4,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",The Familiar of Zero:Rondo of Princesses,ゼロの使い魔 ～三美姫（プリンセッセ）の輪舞（ロンド）～,TV,12,"Jul 7, 2008 to Sep 22, 2008",Summer 2008,Unknown,Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1919.0,360,368587,890,7323,316451,4413,4553,35847,24928.0,30960.0,55735.0,62055.0,30145.0,13935.0,6266.0,2673.0,1399.0,964.0
3782,7.845798707294552,1083,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),7.84,"Action, Mystery, Supernatural, Romance, Thriller",the Garden of sinners Chapter 2:Murder Speculation Part A,劇場版 空の境界 the Garden of sinners 第二章『殺人考察（前）』,Movie,1,"Dec 29, 2007",Unknown,Notes,Aniplex of America,ufotable,Light novel,1 hr. 1 min.,R - 17+ (violence & profanity),760.0,785,190240,404,2434,152682,1312,442,33370,12016.0,22248.0,42709.0,27393.0,8780.0,3188.0,1143.0,457.0,190.0,185.0
3783,8.106090373280942,1018,Kara no Kyoukai 3: Tsuukaku Zanryuu,8.07,"Action, Mystery, Supernatural, Drama, Thriller",the Garden of sinners Chapter 3:Remaining Sense of Pain,劇場版 空の境界 the Garden of sinners 第三章『痛覚残留』,Movie,1,"Feb 9, 2008",Unknown,Notes,Aniplex of America,ufotable,Light novel,59 min.,R+ - Mild Nudity,452.0,828,181309,597,2301,144233,1164,414,33197,13579.0,27368.0,41260.0,19639.0,5824.0,2183.0,901.0,365.0,167.0,183.0
3784,8.416861826697891,1281,Evangelion: 2.0 You Can (Not) Advance,8.35,"Action, Sci-Fi, Psychological, Drama, Mecha",Evangelion:2.0 You Can (Not) Advance,ヱヴァンゲリヲン新劇場版:破,Movie,1,"Jul 27, 2009",Unknown,"Gainax, KlockWorx",Funimation,Khara,Original,1 hr. 52 min.,PG-13 - Teens 13 or older,184.0,379,350947,2803,4683,277153,2047,872,66192,43399.0,60134.0,57609.0,28335.0,9590.0,3718.0,1726.0,719.0,405.0,740.0
4059,8.035714285714286,1512,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",8.0,"Drama, Romance, School, Slice of Life","Clannad:Another World, Tomoyo Chapter",-クラナド-　もうひとつの世界　智代編,Special,1,"Jul 16, 2008",Unknown,Pony Canyon,Sentai Filmworks,Kyoto Animation,Visual novel,25 min.,PG-13 - Teens 13 or older,534.0,569,255959,873,1913,230911,875,704,21556,27518.0,38108.0,50316.0,33545.0,13138.0,5458.0,1808.0,684.0,403.0,525.0
4063,7.326278659611993,1134,Sekirei,7.13,"Action, Comedy, Ecchi, Harem, Super Power",Sekirei,セキレイ,TV,12,"Jul 2, 2008 to Sep 17, 2008",Summer 2008,"Aniplex, Movic",Funimation,Seven Arcs,Manga,23 min. per ep.,R+ - Mild Nudity,3066.0,419,329432,1727,13255,231704,7084,11297,66092,13072.0,19234.0,38317.0,49731.0,27272.0,14117.0,6348.0,2791.0,1421.0,903.0
4081,8.390084190832553,1069,Natsume Yuujinchou,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends,夏目友人帳,TV,13,"Jul 8, 2008 to Sep 30, 2008",Summer 2008,"Aniplex, Nihon Ad Systems, TV Tokyo Music, Sony Music Entertainment","NIS America, Inc.",Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,204.0,325,412285,13533,25556,181953,17366,9667,177743,30891.0,39093.0,44534.0,24081.0,7548.0,3074.0,874.0,325.0,141.0,244.0
4181,9.063069631790011,2743,Clannad: After Story,8.96,"Slice of Life, Comedy, Supernatural, Drama, Romance",Clannad ~After Story~,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,TV,24,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,"Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,13.0,84,915885,62162,29361,641323,16504,13224,215473,245597.0,131311.0,79823.0,37908.0,15633.0,7532.0,3921.0,1769.0,1318.0,2573.0
4214,7.070464767616192,1334,Rosario to Vampire Capu2,6.98,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",Rosario + Vampire Capu2,ロザリオとバンパイア Capu2,TV,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,"GDH, Yomiko Advertising, Happinet Pictures, Shueisha, Sotsu Music Publishing",Funimation,Gonzo,Manga,24 min. per ep.,R+ - Mild Nudity,3721.0,394,343119,1374,8131,291591,5109,7209,31079,17106.0,23078.0,41961.0,58870.0,35875.0,19655.0,9193.0,4359.0,2433.0,1532.0
4224,8.398253698763037,4123,Toradora!,8.24,"Slice of Life, Comedy, Romance, School",Toradora!,とらドラ！,TV,25,"Oct 2, 2008 to Mar 26, 2009",Fall 2008,"Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music","NIS America, Inc.",J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,265.0,17,1567792,50708,72442,1191775,42141,41098,220336,185286.0,255249.0,273494.0,160797.0,58749.0,25479.0,10810.0,4372.0,2456.0,2890.0
4382,7.189772727272727,1760,Suzumiya Haruhi no Yuuutsu (2009),7.23,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",The Melancholy of Haruhi Suzumiya Season 2,涼宮ハルヒの憂鬱,TV,14,"May 22, 2009 to Sep 11, 2009",Spring 2009,Kadokawa Shoten,"Funimation, Bandai Entertainment",Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2634.0,307,429192,2134,14002,314273,9794,9027,82096,19779.0,33071.0,63582.0,69161.0,34233.0,15244.0,8916.0,3667.0,2164.0,1907.0
4654,7.656160458452722,1745,Toaru Majutsu no Index,7.44,"Action, Magic, Sci-Fi, Super Power",A Certain Magical Index,とある魔術の禁書目録,TV,24,"Oct 5, 2008 to Mar 19, 2009",Fall 2008,"Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Kadokawa Contents Gate",Funimation,J.C.Staff,Light novel,23 min. per ep.,R - 17+ (violence & profanity),1764.0,161,635900,7585,40651,385870,29487,27135,152757,24351.0,41739.0,87396.0,91006.0,38838.0,17489.0,6677.0,2484.0,1032.0,826.0
4752,7.4566067240031275,1279,Vampire Knight: Guilty,7.22,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",Vampire Knight:Guilty,ヴァンパイア騎士〈ナイト〉Guilty,TV,13,"Oct 7, 2008 to Dec 30, 2008",Fall 2008,"TV Tokyo, Aniplex",VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2706.0,464,303271,3349,7405,255819,4693,7317,28037,22506.0,26807.0,38483.0,44771.0,26720.0,15134.0,7657.0,3485.0,2123.0,1591.0
4898,7.801033591731266,1935,Kuroshitsuji,7.75,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",Black Butler,黒執事,TV,24,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,"Aniplex, Square Enix, Yomiko Advertising, Mainichi Broadcasting System, Movic, Trinity Sound","Funimation, Aniplex of America",A-1 Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),924.0,92,875100,23517,53665,573799,39100,46856,161680,72189.0,82791.0,118238.0,104459.0,49017.0,24399.0,10492.0,4042.0,2095.0,1866.0
4975,6.537912578055308,1121,ChäoS;HEAd,6.37,"Sci-Fi, Harem, Mystery, Psychological, Supernatural",ChäoS;HEAd,カオスヘッド,TV,12,"Oct 9, 2008 to Dec 25, 2008",Fall 2008,"VAP, Yomiuri Telecasting, Kids Station",Funimation,Madhouse,Visual novel,27 min. per ep.,R - 17+ (violence & profanity),6564.0,567,257868,790,8356,174511,6575,12767,55659,6282.0,10549.0,21851.0,33579.0,27428.0,17301.0,11450.0,5822.0,3586.0,2457.0
5081,8.39631650750341,2932,Bakemonogatari,8.36,"Romance, Supernatural, Mystery, Vampire",Bakemonogatari,化物語,TV,15,"Jul 3, 2009 to Jun 25, 2010",Summer 2009,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),174.0,61,1063666,41236,73863,664200,46545,34505,244553,116975.0,166248.0,158048.0,75858.0,26751.0,12150.0,5722.0,2625.0,1490.0,2116.0
5114,9.25376762275158,4114,Fullmetal Alchemist: Brotherhood,9.19,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",Fullmetal Alchemist:Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,TV,64,"Apr 5, 2009 to Jul 4, 2010",Spring 2009,"Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken","Funimation, Aniplex of America",Bones,Manga,24 min. per ep.,R - 17+ (violence & profanity),1.0,3,2248456,183914,171871,1644938,75728,32456,323463,714811.0,401507.0,199160.0,70045.0,20210.0,9308.0,3222.0,1536.0,2162.0,16806.0
5341,8.433356594556873,1433,Ookami to Koushinryou II,8.36,"Adventure, Historical, Romance, Fantasy",Spice and Wolf II,狼と香辛料II,TV,12,"Jul 9, 2009 to Sep 24, 2009",Summer 2009,"Imagin, flying DOG",Funimation,"Brain's Base, Marvy Jack",Light novel,24 min. per ep.,PG-13 - Teens 13 or older,175.0,336,395939,4156,12892,284885,8990,4285,84887,42806.0,66239.0,67891.0,33544.0,10069.0,3435.0,1131.0,346.0,162.0,423.0
